response_id,task,duration,offer,outcome,price,rtb,social_proof,answer
R_10w0bC2DdAqbfmM,11,6 months,improve your sleep sustainably,changing your sleep mindset,$30/month,cognitive behavioral therapy,scientific evidence,1
R_10w0bC2DdAqbfmM,12,6 months,help you sleep without more pills,changing your sleep mindset,$30/month,"personalized, human coaching",leading researchers,1
R_10w0bC2DdAqbfmM,2,6 months,improve your sleep sustainably,changing your sleep mindset,$40/month,daily text messages from a coach,a method that has helped thousands,1
R_10w0bC2DdAqbfmM,3,6 months,help you lead a better life,changing your sleep mindset,$30/month,daily text messages from a coach,scientific evidence,1
R_10w0bC2DdAqbfmM,4,6 months,improve your health for the long-run,breaking bad habits and creating new routines,$20/month,the support of a community of people just like you,leading researchers,1
R_10w0bC2DdAqbfmM,5,12 months,improve your sleep sustainably,breaking bad habits and creating new routines,$40/month,"unique daily games, challenges and exercises",leading researchers,1
R_10w0bC2DdAqbfmM,6,6 months,help you lead a better life,changing your sleep mindset,$20/month,daily text messages from a coach,scientific evidence,1
R_10w0bC2DdAqbfmM,7,6 months,improve your sleep sustainably,changing your sleep mindset,$30/month,"unique daily games, challenges and exercises",leading researchers,1
R_10w0bC2DdAqbfmM,8,12 months,help you lead a better life,breaking bad habits and creating new routines,$40/month,the support of a community of people just like you,scientific evidence,1
R_10w0bC2DdAqbfmM,9,3 months,improve your sleep sustainably,empowering you to take back your sleep habits,$20/month,the support of a community of people just like you,scientific evidence,1
R_111Jdf9eDDHwsgd,1,12 months,help you sleep without more pills,empowering you to take back your sleep habits,$40/month,"unique daily games, challenges and exercises",scientific evidence,3
R_111Jdf9eDDHwsgd,10,12 months,improve your sleep sustainably,changing your sleep mindset,$20/month,"unique daily games, challenges and exercises",a method that has helped thousands,3
R_111Jdf9eDDHwsgd,11,3 months,give you the energy to unlock your fullest potential,changing your sleep mindset,$30/month,"unique daily games, challenges and exercises",a method that has helped thousands,3
R_111Jdf9eDDHwsgd,12,3 months,help you lead a better life,empowering you to take back your sleep habits,$30/month,a program created just for you,leading researchers,3
R_111Jdf9eDDHwsgd,2,6 months,improve your health for the long-run,changing your sleep mindset,$30/month,a program created just for you,professional athletes,3
R_111Jdf9eDDHwsgd,3,3 months,improve your health for the long-run,breaking bad habits and creating new routines,$20/month,daily text messages from a coach,scientific evidence,3
R_111Jdf9eDDHwsgd,4,3 months,give you the energy to unlock your fullest potential,empowering you to take back your sleep habits,$30/month,daily text messages from a coach,leading researchers,3
R_111Jdf9eDDHwsgd,5,12 months,give you the energy to unlock your fullest potential,empowering you to take back your sleep habits,$20/month,the support of a community of people just like you,scientific evidence,3
R_111Jdf9eDDHwsgd,6,12 months,improve your health for the long-run,changing your sleep mindset,$20/month,"personalized, human coaching",leading researchers,3
R_111Jdf9eDDHwsgd,7,12 months,give you the energy to unlock your fullest potential,breaking bad habits and creating new routines,$40/month,a program created just for you,professional athletes,3
R_111Jdf9eDDHwsgd,8,3 months,improve your health for the long-run,changing your sleep mindset,$20/month,a program created just for you,a method that has helped thousands,3
R_111Jdf9eDDHwsgd,9,3 months,give you the energy to unlock your fullest potential,empowering you to take back your sleep habits,$20/month,daily text messages from a coach,a method that has helped thousands,3
R_11bd7kS0Ejb12HG,1,6 months,give you the energy to unlock your fullest potential,breaking bad habits and creating new routines,$40/month,"personalized, human coaching",professional athletes,1
R_11bd7kS0Ejb12HG,10,3 months,help you sleep without more pills,empowering you to take back your sleep habits,$40/month,a program created just for you,a method that has helped thousands,1
R_11bd7kS0Ejb12HG,11,12 months,improve your sleep sustainably,breaking bad habits and creating new routines,$20/month,cognitive behavioral therapy,a method that has helped thousands,1
R_11bd7kS0Ejb12HG,12,12 months,help you lead a better life,empowering you to take back your sleep habits,$40/month,"unique daily games, challenges and exercises",a method that has helped thousands,1
R_11bd7kS0Ejb12HG,2,6 months,give you the energy to unlock your fullest potential,breaking bad habits and creating new routines,$20/month,"personalized, human coaching",a method that has helped thousands,1
R_11bd7kS0Ejb12HG,3,6 months,help you lead a better life,changing your sleep mindset,$30/month,"personalized, human coaching",leading researchers,1
R_11bd7kS0Ejb12HG,4,3 months,give you the energy to unlock your fullest potential,empowering you to take back your sleep habits,$40/month,cognitive behavioral therapy,leading researchers,1
R_11bd7kS0Ejb12HG,5,3 months,improve your health for the long-run,changing your sleep mindset,$30/month,"unique daily games, challenges and exercises",professional athletes,1
R_11bd7kS0Ejb12HG,6,3 months,improve your health for the long-run,changing your sleep mindset,$40/month,cognitive behavioral therapy,a method that has helped thousands,1
R_11bd7kS0Ejb12HG,7,6 months,improve your sleep sustainably,empowering you to take back your sleep habits,$30/month,a program created just for you,professional athletes,1
R_11bd7kS0Ejb12HG,8,6 months,give you the energy to unlock your fullest potential,breaking bad habits and creating new routines,$30/month,the support of a community of people just like you,leading researchers,1
R_11bd7kS0Ejb12HG,9,6 months,help you sleep without more pills,empowering you to take back your sleep habits,$30/month,"unique daily games, challenges and exercises",leading researchers,1
R_129nuj4S5Il2J67,1,3 months,improve your health for the long-run,breaking bad habits and creating new routines,$20/month,the support of a community of people just like you,professional athletes,3
R_129nuj4S5Il2J67,10,3 months,give you the energy to unlock your fullest potential,changing your sleep mindset,$40/month,"personalized, human coaching",professional athletes,4
R_129nuj4S5Il2J67,11,3 months,improve your health for the long-run,changing your sleep mindset,$40/month,daily text messages from a coach,a method that has helped thousands,4
R_129nuj4S5Il2J67,12,3 months,give you the energy to unlock your fullest potential,breaking bad habits and creating new routines,$40/month,"unique daily games, challenges and exercises",a method that has helped thousands,2
R_129nuj4S5Il2J67,2,12 months,give you the energy to unlock your fullest potential,empowering you to take back your sleep habits,$20/month,the support of a community of people just like you,professional athletes,4
R_129nuj4S5Il2J67,3,3 months,improve your health for the long-run,breaking bad habits and creating new routines,$20/month,daily text messages from a coach,leading researchers,4
R_129nuj4S5Il2J67,4,12 months,help you lead a better life,breaking bad habits and creating new routines,$20/month,a program created just for you,scientific evidence,3
R_129nuj4S5Il2J67,5,3 months,give you the energy to unlock your fullest potential,breaking bad habits and creating new routines,$20/month,cognitive behavioral therapy,scientific evidence,4
R_129nuj4S5Il2J67,6,6 months,give you the energy to unlock your fullest potential,changing your sleep mindset,$20/month,"personalized, human coaching",scientific evidence,4
R_129nuj4S5Il2J67,7,3 months,help you sleep without more pills,changing your sleep mindset,$20/month,daily text messages from a coach,leading researchers,3
R_129nuj4S5Il2J67,8,3 months,give you the energy to unlock your fullest potential,empowering you to take back your sleep habits,$40/month,"personalized, human coaching",professional athletes,4
R_129nuj4S5Il2J67,9,12 months,help you lead a better life,breaking bad habits and creating new routines,$30/month,"personalized, human coaching",a method that has helped thousands,3
R_12DaDCguj0S0Gyi,1,12 months,give you the energy to unlock your fullest potential,empowering you to take back your sleep habits,$20/month,"personalized, human coaching",a method that has helped thousands,1
R_12DaDCguj0S0Gyi,10,6 months,give you the energy to unlock your fullest potential,changing your sleep mindset,$40/month,daily text messages from a coach,a method that has helped thousands,1
R_12DaDCguj0S0Gyi,11,6 months,give you the energy to unlock your fullest potential,empowering you to take back your sleep habits,$30/month,"personalized, human coaching",professional athletes,1
R_12DaDCguj0S0Gyi,12,3 months,help you lead a better life,empowering you to take back your sleep habits,$20/month,cognitive behavioral therapy,leading researchers,1
R_12DaDCguj0S0Gyi,2,12 months,give you the energy to unlock your fullest potential,empowering you to take back your sleep habits,$20/month,"personalized, human coaching",leading researchers,1
R_12DaDCguj0S0Gyi,3,6 months,improve your sleep sustainably,changing your sleep mindset,$20/month,"personalized, human coaching",scientific evidence,1
R_12DaDCguj0S0Gyi,4,12 months,improve your sleep sustainably,changing your sleep mindset,$40/month,daily text messages from a coach,a method that has helped thousands,1
R_12DaDCguj0S0Gyi,5,12 months,help you lead a better life,changing your sleep mindset,$20/month,cognitive behavioral therapy,professional athletes,1
R_12DaDCguj0S0Gyi,6,6 months,help you lead a better life,changing your sleep mindset,$30/month,cognitive behavioral therapy,professional athletes,1
R_12DaDCguj0S0Gyi,7,6 months,help you sleep without more pills,empowering you to take back your sleep habits,$20/month,a program created just for you,professional athletes,1
R_12DaDCguj0S0Gyi,8,12 months,help you sleep without more pills,breaking bad habits and creating new routines,$20/month,a program created just for you,scientific evidence,1
R_12DaDCguj0S0Gyi,9,12 months,improve your sleep sustainably,changing your sleep mindset,$30/month,"unique daily games, challenges and exercises",professional athletes,1
