response_id,d_urban,s_gender,s_race,d_education,s_hhincome,s_problem,m1_philosophy_1,m1_philosophy_2,m1_philosophy_3,m1_philosophy_4,m1_philosophy_5,m1_philosophy_6,m1_philosophy_7,m1_philosophy_8,m1_philosophy_9,m2_attitudes_1,m2_attitudes_2,m2_attitudes_3,m2_attitudes_4,m2_attitudes_5,m2_attitudes_6,m2_attitudes_7,m2_attitudes_8,m2_attitudes_9,m2_attitudes_10,m2_attitudes_11,m2_awareness_apps_1,m2_awareness_apps_4,m2_awareness_apps_5,m2_awareness_apps_6,m2_awareness_apps_7,m2_awareness_apps_8,m2_awareness_apps_9,m2_awareness_apps_10,m2_awareness_apps_11,m2_awareness_apps_12,m2_awareness_apps_13,m2_awareness_apps_14,hours,source_1,source_4,source_5,source_6,source_7,source_8,source_9,source_10,source_11,source_12,source_13,source_14,source_15,source_16,source_17,behavior_1,behavior_4,behavior_5,behavior_6,behavior_7,behavior_8,behavior_9,behavior_10,behavior_11,behavior_12,behavior_13,behavior_14,behavior_15,behavior_16,behavior_a_1,behavior_a_2,behavior_a_3,behavior_a_4,behavior_a_5,behavior_a_6,behavior_a_7,behavior_a_8,behavior_a_9,behavior_a_10,behavior_a_11,behavior_a_12,behavior_a_13,behavior_a_14,interst_cbt,past_coach,interest_coach,d_marital,d_h_hnumber,d_parent,d_child_infant,d_child_young,d_child_older,d_politics,d_political_view,d_employment,d_work_schedule,d_work_hours,s_region,s_age,weights
R_2UW6zfxxrbKHQ6M,3,1,5,4,1,3,2,3,4,3,4,3,4,4,5,3,4,4,3,3,3,4,4,3,4,4,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,2,NA,NA,NA,NA,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,1,1,NA,NA,3,NA,NA,NA,3,NA,NA,NA,3,NA,3,3,NA,3,2,3,6,3,1,1,1,3,4,4,2,2,1,NORTHEAST,31-45,0.9282021498763348
R_2wTS0ZIrpX9AH4K,3,1,4,6,3,3,5,5,5,5,5,4,3,5,2,5,4,3,2,4,5,2,5,2,5,2,1,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,3,4,2,NA,NA,NA,1,2,1,2,3,MIDWEST,31-45,0.8239520096822891
R_2pXJhfxmfHuUr9K,1,1,1,4,4,2,1,1,2,5,2,1,4,5,4,1,2,5,2,1,2,1,5,2,1,4,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,2,1,1,1,2,2,1,1,1,2,MIDWEST,31-45,0.9353746038742886
R_3M5nowNANvKnFTk,2,2,5,2,2,3,4,4,5,4,4,4,5,5,5,5,4,4,4,4,4,5,4,4,5,4,1,NA,1,1,NA,NA,1,NA,1,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2,1,NA,3,1,1,1,3,1,2,2,1,2,3,7,NA,NA,SOUTH,18-30,0.6851534525172466
R_1gzMH2r09ZNsAI6,2,2,2,8,3,3,5,5,5,3,5,5,5,5,4,4,4,5,5,5,5,5,5,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,3,2,5,5,3,2,NA,NA,NA,1,5,1,3,2,NORTHEAST,18-30,1.1222886971324584
R_sSSlxiQ9G9GtDWN,1,2,5,4,2,1,4,5,2,4,4,4,2,4,4,4,1,2,4,5,3,5,3,2,4,4,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,3,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,2,1,NA,NA,NA,NA,NA,NA,2,1,2,6,2,1,2,2,1,2,2,2,4,1,NORTHEAST,18-30,0.4335042645591129
R_cTvBDrpRR15j7VL,2,2,5,4,2,2,2,2,3,3,4,4,4,4,5,5,5,5,2,5,4,5,5,5,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2,NA,NA,2,NA,NA,NA,NA,2,NA,NA,NA,4,2,3,3,2,2,NA,NA,NA,5,3,1,1,2,MIDWEST,46-64,0.8682574623662828
R_248fNjMjNv9cuOf,2,1,4,5,2,2,4,4,2,5,3,4,5,5,4,5,5,5,1,4,4,5,4,4,4,4,1,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,2,2,3,1,2,2,NA,NA,NA,3,2,1,1,2,WEST,46-64,1.1492778320701957
R_1Kj6jrYdriGembK,2,2,2,5,2,3,3,3,3,3,4,4,2,2,3,3,2,3,3,4,2,3,3,1,4,3,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,3,2,2,5,2,1,2,1,1,3,2,7,NA,NA,MIDWEST,18-30,1.1063108795370722
R_UiS9lgrTezkkyf7,2,1,2,6,4,2,4,2,5,3,4,4,4,5,4,4,4,5,2,2,3,4,5,4,5,4,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,2,2,4,1,2,2,NA,NA,NA,3,4,1,2,3,NORTHEAST,18-30,1.2629965040398046
R_RFdBVQA2bQp9IC5,3,2,5,2,3,1,4,3,4,4,3,4,4,3,4,4,5,4,4,4,4,4,3,4,4,4,1,NA,NA,1,NA,NA,1,NA,NA,1,NA,NA,2,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,2,NA,NA,NA,2,2,2,5,2,2,NA,NA,NA,3,3,7,NA,NA,WEST,31-45,0.5742779968209855
R_Xu1XIHFlWuHkDap,1,2,1,4,2,3,4,5,3,4,4,4,5,5,4,5,5,4,1,4,4,5,4,4,5,3,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,2,2,2,5,2,1,1,2,1,1,1,1,1,3,SOUTH,18-30,0.9524716786126924
R_2qxVmj3c87jTY6i,1,2,5,8,4,2,5,1,4,5,2,5,5,5,5,5,5,5,2,4,5,5,4,5,5,5,1,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,3,1,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1,NA,NA,1,1,1,3,2,1,1,1,2,1,2,1,2,3,MIDWEST,46-64,0.8922925370574284
R_28SMPoI6A5X6AHH,3,2,4,2,1,1,3,4,5,5,3,2,2,3,3,3,2,3,3,4,2,4,2,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,5,2,2,NA,NA,NA,1,1,8,NA,NA,SOUTH,18-30,1.2049796055707591
R_12DaDCguj0S0Gyi,3,2,5,2,1,2,5,5,2,3,5,4,4,4,4,5,5,4,5,4,5,5,2,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,5,5,2,1,1,2,1,3,3,1,2,3,MIDWEST,31-45,0.835557498237382
R_1NqxXCWP8DqgwJy,2,2,5,4,1,1,2,3,3,1,3,3,4,4,2,3,5,3,1,3,2,3,4,3,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,3,5,2,2,NA,NA,NA,3,3,2,1,1,MIDWEST,31-45,0.835557498237382
R_2WCIqrsoO4NP8GF,3,2,5,2,1,2,4,3,2,4,4,5,4,4,5,5,3,4,5,4,5,5,5,5,5,5,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,1,1,NA,NA,NA,NA,1,1,1,5,2,1,1,1,1,2,1,6,NA,NA,WEST,46-64,1.3421926186850606
R_shF7BxRe1xy4VuF,2,1,5,2,2,3,3,1,4,4,4,2,4,1,2,5,5,3,2,2,2,4,4,5,2,4,1,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2,NA,NA,2,NA,NA,NA,4,NA,NA,NA,NA,4,2,5,5,2,1,1,1,2,2,2,2,3,2,SOUTH,31-45,0.9115260973163227
R_1iq7fteMG1ZcQPk,1,1,1,5,1,3,5,2,4,5,2,5,5,5,5,4,2,4,5,4,3,5,5,1,5,4,1,NA,NA,NA,1,NA,1,NA,NA,1,NA,NA,2,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,5,1,2,NA,NA,NA,3,4,8,NA,NA,SOUTH,18-30,1.9331886031316978
R_3oRNFapZYBHvUXa,1,2,5,8,3,2,5,4,5,5,5,5,4,5,5,5,5,5,5,5,4,5,5,5,4,4,1,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2,NA,4,NA,1,1,1,1,3,1,3,2,2,4,3,1,1,2,NORTHEAST,46-64,0.8807972101136126
R_YalI6aOfjfWTqIp,2,2,1,4,3,1,5,5,4,5,5,4,5,5,5,5,3,3,4,5,5,5,5,4,5,4,NA,1,NA,1,NA,NA,1,NA,1,1,NA,NA,3,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,1,1,1,5,2,1,2,2,3,2,1,1,4,2,NORTHEAST,31-45,0.732149934674979
R_0ieh7fHFoAgqzMl,1,1,5,6,3,3,2,1,2,5,2,4,4,4,3,5,5,5,2,4,4,5,4,4,4,3,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,1,1,2,NA,NA,NA,3,3,1,1,3,MIDWEST,31-45,0.754011570896177
R_2zj2fmjZjED0WVb,1,2,1,4,2,3,3,3,4,3,5,5,4,5,4,5,3,4,5,3,4,4,5,3,4,5,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,2,2,3,2,1,1,2,2,1,5,6,NA,NA,MIDWEST,31-45,0.7217264508257694
R_3nqsgNnIBYlbt6Q,1,1,1,5,1,1,5,5,4,5,5,4,5,5,4,5,4,5,3,5,4,5,4,5,4,5,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,4,NA,NA,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,2,NA,2,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,1,1,1,5,1,2,NA,NA,NA,1,1,1,1,3,MIDWEST,18-30,1.3885698678430651
R_3MbAUpstiknzJG3,2,2,5,4,3,2,4,4,5,2,4,3,3,4,4,3,5,4,4,5,5,4,3,4,4,2,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,3,5,3,1,1,4,1,2,3,1,4,3,SOUTH,18-30,0.7890476726792639
R_8uzhG5XxTLduno5,2,2,5,5,2,3,4,2,4,5,5,5,5,5,4,5,5,5,3,4,5,5,4,4,5,4,NA,NA,NA,1,NA,NA,1,NA,1,NA,NA,NA,3,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,2,2,2,NA,NA,NA,1,2,1,1,3,1,1,2,2,2,2,7,NA,NA,MIDWEST,31-45,0.5191685807146951
R_9RfWvK23XvlNBvP,1,2,5,2,2,2,4,3,3,4,2,4,4,4,4,4,4,3,4,4,4,4,4,3,4,3,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,3,2,NA,NA,3,1,2,5,3,2,NA,NA,NA,3,3,1,1,2,MIDWEST,18-30,0.4921317234505133
R_2dN2FalOiSnyWGI,1,2,5,2,3,2,4,4,4,4,5,3,4,4,4,5,5,5,5,5,5,5,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,2,2,2,2,NA,NA,NA,3,4,7,NA,NA,WEST,46-64,0.9604224422174618
R_3fiwURnXgfkw5Hj,2,2,5,4,3,1,2,4,4,4,2,4,2,2,2,4,4,4,5,4,3,4,3,4,2,3,1,NA,NA,1,NA,NA,1,NA,1,NA,NA,NA,3,NA,NA,NA,NA,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,1,3,1,2,2,1,4,3,2,1,1,MIDWEST,31-45,0.5978934483013717
R_1Qnrl84qzwMofsy,2,2,5,3,2,1,3,3,4,2,5,2,1,2,4,3,3,4,4,2,4,2,2,4,2,4,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,5,3,2,NA,NA,NA,1,1,8,NA,NA,MIDWEST,18-30,0.4921317234505133
R_21pSKdRam1CYrY0,1,1,5,4,2,1,5,4,5,1,5,2,4,2,5,5,5,5,5,5,3,5,5,2,4,1,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,4,2,2,NA,NA,NA,5,4,7,NA,NA,MIDWEST,31-45,0.6547305681585405
R_2YugsSDbc5mxaun,2,2,5,6,3,2,3,2,4,3,3,4,2,3,3,5,5,3,4,3,4,3,4,3,4,3,1,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,2,NA,NA,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2,NA,2,NA,NA,NA,NA,NA,3,NA,NA,NA,2,2,2,1,2,1,1,2,1,5,4,1,1,3,MIDWEST,31-45,0.5978934483013717
R_2DRLPLOfgU46Sx3,3,2,5,2,1,1,3,3,4,4,5,4,5,5,3,5,4,5,2,5,4,4,4,3,5,4,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,3,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,5,2,1,1,2,1,1,3,4,NA,NA,NORTHEAST,31-45,0.7360178617029789
R_3oBn5vorNGQznB3,1,2,1,2,1,2,4,3,4,4,4,4,4,4,4,4,4,3,4,5,4,3,4,4,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,2,2,5,2,2,NA,NA,NA,2,2,1,2,2,NORTHEAST,31-45,1.0231812532645954
R_1QGzyflAoNe8MLx,2,2,2,5,1,2,4,2,4,4,4,4,3,4,2,4,4,4,2,3,4,4,4,3,4,4,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,3,5,2,2,NA,NA,NA,1,3,6,NA,NA,WEST,46-64,3.0172456391849516
R_3nA7FVf4lAzUxp1,2,2,5,4,3,1,2,3,4,4,3,3,4,1,4,1,4,3,2,3,5,2,3,4,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,3,2,2,5,3,2,NA,NA,NA,4,3,8,NA,NA,SOUTH,18-30,0.7890476726792639
R_8uJyBsx6I5Gnc89,3,2,1,3,4,2,2,3,4,5,3,4,4,5,1,4,5,5,5,4,4,3,5,2,1,5,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,3,5,3,1,3,1,1,2,2,8,NA,NA,MIDWEST,18-30,0.7030793096634955
R_2VIIiRAhFv3O9m5,1,2,4,5,2,2,4,4,4,5,5,4,5,4,5,4,3,4,4,4,3,5,4,3,4,2,NA,NA,NA,1,1,NA,NA,NA,1,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,1,NA,1,NA,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2,1,2,1,2,1,2,1,1,3,3,1,2,2,MIDWEST,18-30,0.5377807691777358
R_306PWCSirO2SOKp,1,2,1,2,1,2,4,5,3,2,3,4,3,4,5,4,3,3,5,3,5,3,4,3,4,5,NA,NA,NA,1,NA,NA,1,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,1,NA,2,3,2,6,2,2,NA,NA,NA,1,3,7,NA,NA,MIDWEST,18-30,1.1010664272768647
R_3lxblLeNFKlSaL5,3,2,5,5,3,3,4,4,4,4,4,4,5,4,4,5,5,5,4,5,5,5,4,5,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,2,NA,NA,NA,4,1,NA,NA,2,NA,NA,NA,NA,2,2,4,1,2,2,NA,NA,NA,4,4,1,4,3,WEST,18-30,0.5443711942778983
R_Twt4DcCnPlkaV8d,2,2,5,3,2,2,3,3,3,3,4,4,4,5,3,4,4,4,4,4,3,4,4,4,4,4,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,5,NA,NA,2,NA,NA,NA,NA,3,NA,NA,NA,2,2,2,5,2,1,1,2,1,3,3,7,NA,NA,SOUTH,31-45,0.7227945864191394
R_1LO7E7UAqlPKgSG,1,2,5,2,2,2,3,4,3,4,1,4,4,3,4,5,5,5,4,5,4,5,1,3,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,3,6,2,2,NA,NA,NA,6,3,4,NA,NA,SOUTH,46-64,1.2088015660586482
R_Ol4nzCYZPsFRKNP,1,1,5,1,1,2,3,5,2,3,5,3,3,3,4,5,5,5,4,4,4,4,4,5,5,5,NA,NA,NA,1,1,NA,1,1,1,1,NA,NA,1,NA,NA,NA,NA,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2,NA,NA,4,NA,NA,NA,4,NA,NA,NA,NA,1,2,1,5,2,1,1,2,1,3,3,6,NA,NA,NORTHEAST,18-30,0.8798639607587152
R_32PEB8ffrH7qDTj,1,2,1,2,1,2,3,5,3,3,3,3,4,3,3,5,5,5,1,3,3,5,3,5,3,3,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,5,2,2,NA,NA,NA,3,3,4,NA,NA,NORTHEAST,18-30,0.9698968163254045
R_2OSWwBB8vFuzZgk,2,2,1,4,2,1,5,5,5,5,5,5,4,4,5,5,5,5,4,3,3,3,3,3,3,3,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,2,3,NA,2,1,1,5,2,2,NA,NA,NA,1,1,1,1,3,SOUTH,31-45,1.0047988089229911
R_4U6h45aXSnAapRD,2,2,5,2,2,1,4,4,3,3,1,3,5,5,5,5,5,5,4,5,5,5,4,5,3,5,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,1,2,1,2,1,1,2,3,7,NA,NA,SOUTH,18-30,0.6851534525172466
R_22EM0FOFIOjeOBL,1,2,1,5,3,2,4,4,4,3,5,4,3,4,4,4,5,5,4,3,5,3,4,5,4,4,1,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,1,2,2,6,2,1,2,1,2,2,3,3,NA,NA,SOUTH,31-45,1.1571629082196377
